"MedCodeID","Term","QOFClusterID","QOFClusterDesc","QOFSnomedCTConceptId","SnomedCTDescriptionId","QOFUnmatchedCodeDescription"
,,"CAN_COD","Codes for relevant malignancies","448274000",,"Malignant neoplasm of connective tissue"
,,"CAN_COD","Codes for relevant malignancies","448465000",,"Diffuse non-Hodgkin's lymphoma of testis"
,,"CAN_COD","Codes for relevant malignancies","448317000",,"Follicular non-Hodgkin's lymphoma of soft tissue"
,,"CAN_COD","Codes for relevant malignancies","448314007",,"Malignant epithelial neoplasm of spinal cord"
,,"CAN_COD","Codes for relevant malignancies","448300007",,"Malignant melanoma of skin of vulva"
,,"CAN_COD","Codes for relevant malignancies","448299004",,"Malignant neoplasm of mastoid"
,,"CAN_COD","Codes for relevant malignancies","448354009",,"Non-Hodgkin's lymphoma of intestine"
,,"CAN_COD","Codes for relevant malignancies","448296006",,"Dermatofibrosarcoma protuberans of skin of chest"
,,"CAN_COD","Codes for relevant malignancies","448371005",,"Non-Hodgkin's lymphoma of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","448273006",,"Malignant melanoma of skin of scrotum"
,,"CAN_COD","Codes for relevant malignancies","448269008",,"Lymphoma of lesser curvature of stomach"
,,"CAN_COD","Codes for relevant malignancies","448259002",,"Sarcoma of posterior mediastinum"
,,"CAN_COD","Codes for relevant malignancies","448258005",,"Sarcoma of mesentery"
,,"CAN_COD","Codes for relevant malignancies","448257000",,"Sarcoma of male breast"
,,"CAN_COD","Codes for relevant malignancies","448254007",,"Non-Hodgkin's lymphoma of central nervous system"
,,"CAN_COD","Codes for relevant malignancies","448298007",,"Malignant melanoma of skin of penis"
,,"CAN_COD","Codes for relevant malignancies","448387008",,"Non-Hodgkin's lymphoma of testis"
,,"CAN_COD","Codes for relevant malignancies","448449001",,"Sarcoma of female breast"
,,"CAN_COD","Codes for relevant malignancies","448447004",,"Non-Hodgkin's lymphoma of skin"
,,"CAN_COD","Codes for relevant malignancies","448436006",,"Sarcoma of central portion of female breast"
,,"CAN_COD","Codes for relevant malignancies","448435005",,"Sarcoma lower inner quadrant of female breast"
,,"CAN_COD","Codes for relevant malignancies","448408001",,"Sarcoma of upper inner quadrant of female breast"
,,"CAN_COD","Codes for relevant malignancies","448319002",,"Diffuse non-Hodgkin's lymphoma of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","448388003",,"Sarcoma of lower outer quadrant of female breast"
,,"CAN_COD","Codes for relevant malignancies","448863000",,"Malignant epithelial neoplasm of pineal gland"
,,"CAN_COD","Codes for relevant malignancies","448386004",,"Non-Hodgkin's lymphoma of oral cavity"
,,"CAN_COD","Codes for relevant malignancies","448384001",,"Non-Hodgkin's lymphoma of nose"
,,"CAN_COD","Codes for relevant malignancies","448378004",,"Sarcoma of bone of foot"
,,"CAN_COD","Codes for relevant malignancies","448377009",,"Sarcoma of sacrum"
,,"CAN_COD","Codes for relevant malignancies","448376000",,"Non-Hodgkin's lymphoma of ovary"
,,"CAN_COD","Codes for relevant malignancies","448372003",,"Non-Hodgkin's lymphoma of lung"
,,"CAN_COD","Codes for relevant malignancies","448401007",,"Choriocarcinoma of placenta"
,,"CAN_COD","Codes for relevant malignancies","707579001",,"Primary basaloid squamous cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707532001",,"Primary squamous cell carcinoma of posterior wall of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707585008",,"Primary squamous cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707584007",,"Primary lymphoepithelial carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707583001",,"Primary adenosquamous carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707582006",,"Primary spindle cell squamous cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707587000",,"Primary carcinoma ex pleomorphic adenoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707580003",,"Primary basaloid carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707588005",,"Primary epithelial-myoepithelial carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707576008",,"Primary squamous cell carcinoma of subglottis"
,,"CAN_COD","Codes for relevant malignancies","707575007",,"Primary squamous cell carcinoma of supraglottis"
,,"CAN_COD","Codes for relevant malignancies","707539005",,"Primary adenoid cystic carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707538002",,"Primary squamous cell carcinoma of vallecula"
,,"CAN_COD","Codes for relevant malignancies","707537007",,"Primary squamous cell carcinoma of anterior surface of epiglottis"
,,"CAN_COD","Codes for relevant malignancies","707672001",,"Pleuropulmonary blastoma type II"
,,"CAN_COD","Codes for relevant malignancies","707581004",,"Primary papillary squamous cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707596000",,"Primary carcinosarcoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707457009",,"Primary spindle cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707670009",,"Pleuropulmonary blastoma"
,,"CAN_COD","Codes for relevant malignancies","707664003",,"Primary squamous cell carcinoma of glottis"
,,"CAN_COD","Codes for relevant malignancies","707662004",,"Primary basaloid squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707660007",,"Primary giant cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707586009",,"Primary myoepithelial carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707627009",,"Primary salivary gland type carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707531008",,"Primary squamous cell carcinoma of branchial cleft"
,,"CAN_COD","Codes for relevant malignancies","707595001",,"Primary mucinous cystadenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707593008",,"Primary salivary gland-type tumour of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707592003",,"Primary infiltrating duct carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707591005",,"Primary mucoepidermoid carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707590006",,"Primary acinar cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707589002",,"Primary cystadenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707628004",,"Overlapping squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707468009",,"Primary mixed mucinous and non-mucinous bronchiolo-alveolar carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707535004",,"Primary squamous cell carcinoma of lateral wall of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707475005",,"Primary adenocarcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707473003",,"Primary mucinous adenocarcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707472008",,"Primary papillary adenocarcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707471001",,"Primary clear cell adenocarcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707481002",,"Primary basaloid squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707469001",,"Primary non-mucinous bronchiolo-alveolar carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707482009",,"Primary papillary squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707467004",,"Primary salivary gland type carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707466008",,"Primary adenoid cystic carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707465007",,"Primary mucoepidermoid carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707464006",,"Primary myoepithelial carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707460002",,"Primary pseudosarcomatous carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","369519004",,"Malignant tumor involving left fallopian tube by direct extension from uterus"
,,"CAN_COD","Codes for relevant malignancies","707470000",,"Primary mucinous bronchiolo-alveolar carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707490009",,"Primary verrucous carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707529004",,"Overlapping squamous cell carcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707528007",,"Primary squamous cell carcinoma of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","707495004",,"Primary squamous cell adenoid carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707494000",,"Primary verrucous carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707493006",,"Primary lymphoepithelial carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707479004",,"Primary adenocarcinoma of subglottis"
,,"CAN_COD","Codes for relevant malignancies","707491008",,"Primary lymphoepithelial carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707673006",,"Pleuropulmonary blastoma type III"
,,"CAN_COD","Codes for relevant malignancies","707489000",,"Primary spindle cell squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707487003",,"Primary giant cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707486007",,"Primary basaloid carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707485006",,"Primary adenosquamous carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707484005",,"Primary adenoid squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707483004",,"Primary undifferentiated carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707492001",,"Primary squamous cell carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","714251006",,"Philadelphia chromosome-negative precursor B-cell acute lymphoblastic leukemia"
,,"CAN_COD","Codes for relevant malignancies","713516007",,"Primary effusion lymphoma"
,,"CAN_COD","Codes for relevant malignancies","715903004",,"Medulloepithelioma"
,,"CAN_COD","Codes for relevant malignancies","715901002",,"Ependymoblastoma"
,,"CAN_COD","Codes for relevant malignancies","715664005",,"Interdigitating dendritic cell sarcoma"
,,"CAN_COD","Codes for relevant malignancies","715414009",,"Familial malignant neoplasm of pancreas"
,,"CAN_COD","Codes for relevant malignancies","716586009",,"Carcinoma of stomach due to Epstein-Barr virus disease"
,,"CAN_COD","Codes for relevant malignancies","714463003",,"Primary effusion lymphoma co-occurrent with infection caused by Human herpesvirus 8"
,,"CAN_COD","Codes for relevant malignancies","716588005",,"Primary non-gestational choriocarcinoma of ovary"
,,"CAN_COD","Codes for relevant malignancies","369503006",,"Malignant tumor involving vagina by direct extension from uterus"
,,"CAN_COD","Codes for relevant malignancies","713718006",,"Diffuse non-Hodgkin immunoblastic lymphoma co-occurrent with human immunodeficiency virus infection"
,,"CAN_COD","Codes for relevant malignancies","713646001",,"Malignant germ cell tumor of testis"
,,"CAN_COD","Codes for relevant malignancies","713609000",,"Invasive carcinoma of breast"
,,"CAN_COD","Codes for relevant malignancies","713574000",,"Malignant carcinoid tumor of kidney"
,,"CAN_COD","Codes for relevant malignancies","707671008",,"Pleuropulmonary blastoma type I"
,,"CAN_COD","Codes for relevant malignancies","715412008",,"Familial malignant neoplasm of prostate"
,,"CAN_COD","Codes for relevant malignancies","716653001",,"Neuroendocrine carcinoma of thymus"
,,"CAN_COD","Codes for relevant malignancies","717734005",,"Papillary thyroid carcinoma with renal papillary neoplasia"
,,"CAN_COD","Codes for relevant malignancies","716859000",,"Hereditary diffuse carcinoma of stomach"
,,"CAN_COD","Codes for relevant malignancies","716855006",,"Theca steroid producing cell malignant neoplasm of ovary"
,,"CAN_COD","Codes for relevant malignancies","716788007",,"Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly"
,,"CAN_COD","Codes for relevant malignancies","716659002",,"Squamous cell carcinoma of head and neck"
,,"CAN_COD","Codes for relevant malignancies","715950008",,"Anaplastic lymphoma kinase positive large B-cell lymphoma"
,,"CAN_COD","Codes for relevant malignancies","716654007",,"Non-polyposis Turcot syndrome"
,,"CAN_COD","Codes for relevant malignancies","713483007",,"Reticulosarcoma co-occurrent with human immunodeficiency virus infection"
,,"CAN_COD","Codes for relevant malignancies","716652006",,"Primary hepatic neuroendocrine carcinoma"
,,"CAN_COD","Codes for relevant malignancies","716651004",,"Leiomyosarcoma of small intestine"
,,"CAN_COD","Codes for relevant malignancies","716649003",,"Extraovarian primary peritoneal carcinoma"
,,"CAN_COD","Codes for relevant malignancies","716648006",,"Embryonal sarcoma of liver"
,,"CAN_COD","Codes for relevant malignancies","716647001",,"Mixed oligoastrocytoma"
,,"CAN_COD","Codes for relevant malignancies","716593008",,"Carcinoma of salivary gland type of breast"
,,"CAN_COD","Codes for relevant malignancies","716657000",,"Familial papillary thyroid carcinoma with renal papillary neoplasia syndrome"
,,"CAN_COD","Codes for relevant malignancies","708054009",,"Malignant neoplasm after immunosuppressive therapy"
,,"CAN_COD","Codes for relevant malignancies","713573006",,"Malignant carcinoid tumor of rectum"
,,"CAN_COD","Codes for relevant malignancies","709285002",,"Secondary malignant neoplasm of lumbosacral plexus"
,,"CAN_COD","Codes for relevant malignancies","70910003",,"Indolent systemic mastocytosis"
,,"CAN_COD","Codes for relevant malignancies","709031009",,"Malignant neoplasm of superior wall of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","708971008",,"Diffuse sclerosing papillary thyroid carcinoma"
,,"CAN_COD","Codes for relevant malignancies","709517003",,"Malignant carcinoid tumor of small intestine"
,,"CAN_COD","Codes for relevant malignancies","708504008",,"Periosteal osteosarcoma of jaw"
,,"CAN_COD","Codes for relevant malignancies","448248006",,"Malignant neoplasm of axial suprasellar region of brain"
,,"CAN_COD","Codes for relevant malignancies","707705008",,"Nonkeratinizing carcinoma of the nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","707704007",,"Primary squamous cell carcinoma of pyriform sinus"
,,"CAN_COD","Codes for relevant malignancies","707703001",,"Primary squamous cell carcinoma of postcricoid region"
,,"CAN_COD","Codes for relevant malignancies","707697002",,"Primary squamous cell carcinoma of hypopharyngeal aspect of aryepiglottic fold"
,,"CAN_COD","Codes for relevant malignancies","707686002",,"Primary squamous cell carcinoma of posterior wall of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707674000",,"Primary malignant epithelial neoplasm of trachea"
,,"CAN_COD","Codes for relevant malignancies","708921005",,"Carcinoma of central portion of breast"
,,"CAN_COD","Codes for relevant malignancies","369504000",,"Malignant tumor involving vagina by direct extension from bladder"
,,"CAN_COD","Codes for relevant malignancies","713327005",,"Malignant meningioma of meninges of brain"
,,"CAN_COD","Codes for relevant malignancies","713325002",,"Primary cerebral lymphoma co-occurrent with human immunodeficiency virus infection"
,,"CAN_COD","Codes for relevant malignancies","713293002",,"Malignant germ cell neoplasm of mediastinum"
,,"CAN_COD","Codes for relevant malignancies","713290004",,"Malignant ameloblastoma of mandible"
,,"CAN_COD","Codes for relevant malignancies","713189001",,"Malignant insulinoma"
,,"CAN_COD","Codes for relevant malignancies","372006007",,"Primary malignant neoplasm of prepuce"
,,"CAN_COD","Codes for relevant malignancies","712849003",,"Primary malignant neoplasm of prostate metastatic to bone"
,,"CAN_COD","Codes for relevant malignancies","707456000",,"Primary undifferentiated carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","369505004",,"Malignant tumor involving vagina by direct extension from endometrium"
,,"CAN_COD","Codes for relevant malignancies","369506003",,"Malignant tumor involving vagina by direct extension from fallopian tube"
,,"CAN_COD","Codes for relevant malignancies","711414003",,"Primary clear cell adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","71111000119109",,"Recurrent primary malignant neoplasm of vulva"
,,"CAN_COD","Codes for relevant malignancies","710196003",,"Malignant odontogenic neoplasm of upper jaw"
,,"CAN_COD","Codes for relevant malignancies","710195004",,"Malignant odontogenic neoplasm of lower jaw"
,,"CAN_COD","Codes for relevant malignancies","713038003",,"Overlapping primary malignant neoplasm of bone and articular cartilage of upper limb"
,,"CAN_COD","Codes for relevant malignancies","700488005",,"Malignant sex cord tumor of testis"
,,"CAN_COD","Codes for relevant malignancies","699357004",,"Low grade endometrial stromal sarcoma"
,,"CAN_COD","Codes for relevant malignancies","702446006",,"Core binding factor acute myeloid leukemia"
,,"CAN_COD","Codes for relevant malignancies","702405001",,"Malignant granulosa cell tumor of testis"
,,"CAN_COD","Codes for relevant malignancies","702392008",,"Metastatic renal cell carcinoma"
,,"CAN_COD","Codes for relevant malignancies","369507007",,"Malignant tumor involving vulva by direct extension from endometrium"
,,"CAN_COD","Codes for relevant malignancies","702476004",,"Therapy-related myelodysplastic syndrome"
,,"CAN_COD","Codes for relevant malignancies","702368000",,"Carcinosarcoma of ovary"
,,"CAN_COD","Codes for relevant malignancies","702785000",,"Large cell anaplastic lymphoma T cell and Null cell type"
,,"CAN_COD","Codes for relevant malignancies","700423003",,"Adenocarcinoma of pancreas"
,,"CAN_COD","Codes for relevant malignancies","699818003",,"T-cell large granular lymphocytic leukemia"
,,"CAN_COD","Codes for relevant malignancies","699704002",,"Classic medulloblastoma"
,,"CAN_COD","Codes for relevant malignancies","699659007",,"Glandular malignant peripheral nerve sheath tumor"
,,"CAN_COD","Codes for relevant malignancies","699657009",,"Hepatosplenic gamma-delta cell lymphoma"
,,"CAN_COD","Codes for relevant malignancies","707342003",,"Primary adenocarcinoma of ethmoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","702369008",,"Carcinosarcoma of uterus"
,,"CAN_COD","Codes for relevant malignancies","703625002",,"Kaposi sarcoma not associated with acquired immunodeficiency syndrome"
,,"CAN_COD","Codes for relevant malignancies","707458004",,"Primary pleomorphic carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707337006",,"Primary adenocarcinoma of accessory sinus"
,,"CAN_COD","Codes for relevant malignancies","706970001",,"Triple negative malignant neoplasm of breast"
,,"CAN_COD","Codes for relevant malignancies","705176003",,"Metastatic carcinoid tumor"
,,"CAN_COD","Codes for relevant malignancies","705061009",,"Childhood myelodysplastic syndrome"
,,"CAN_COD","Codes for relevant malignancies","702467006",,"Malignant neoplasm of augmented bladder"
,,"CAN_COD","Codes for relevant malignancies","703626001",,"Anaplastic large cell lymphoma, T/Null cell, primary systemic type"
,,"CAN_COD","Codes for relevant malignancies","699356008",,"Endometrial stromal sarcoma"
,,"CAN_COD","Codes for relevant malignancies","703429003",,"Malignant optic glioma of adulthood"
,,"CAN_COD","Codes for relevant malignancies","703387000",,"Acute myeloid leukemia with normal karyotype"
,,"CAN_COD","Codes for relevant malignancies","703230006",,"Non-small cell lung cancer without mutation in epidermal growth factor receptor"
,,"CAN_COD","Codes for relevant malignancies","703228009",,"Non-small cell lung cancer with mutation in epidermal growth factor receptor"
,,"CAN_COD","Codes for relevant malignancies","702977001",,"Follicular non-Hodgkin's lymphoma diffuse follicle center cell sub-type grade 2"
,,"CAN_COD","Codes for relevant malignancies","702786004",,"Follicular non-Hodgkin's lymphoma diffuse follicle center sub-type grade 1"
,,"CAN_COD","Codes for relevant malignancies","704152002",,"Metastatic neuroblastoma"
,,"CAN_COD","Codes for relevant malignancies","369511001",,"Malignant tumor involving vulva by direct extension from uterus"
,,"CAN_COD","Codes for relevant malignancies","699358009",,"High grade endometrial stromal sarcoma"
,,"CAN_COD","Codes for relevant malignancies","698040004",,"Malignant melanoma of nasal cavity"
,,"CAN_COD","Codes for relevant malignancies","698011002",,"Keratinizing squamous cell carcinoma of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","697993003",,"Undifferentiated carcinoma of nasal sinus"
,,"CAN_COD","Codes for relevant malignancies","369508002",,"Malignant tumor involving vulva by direct extension from fallopian tube"
,,"CAN_COD","Codes for relevant malignancies","698042007",,"Malignant melanoma of tongue"
,,"CAN_COD","Codes for relevant malignancies","369510000",,"Malignant tumor involving vulva by direct extension from uterine cervix"
,,"CAN_COD","Codes for relevant malignancies","698043002",,"Malignant melanoma of floor of mouth"
,,"CAN_COD","Codes for relevant malignancies","369512008",,"Malignant tumor involving vagina by direct extension from ovary"
,,"CAN_COD","Codes for relevant malignancies","369513003",,"Primary malignant neoplasm of left fallopian tube"
,,"CAN_COD","Codes for relevant malignancies","369514009",,"Secondary malignant neoplasm of left fallopian tube"
,,"CAN_COD","Codes for relevant malignancies","369515005",,"Malignant tumor involving left fallopian tube by direct extension from endometrium"
,,"CAN_COD","Codes for relevant malignancies","369516006",,"Malignant tumor involving left fallopian tube by direct extension from ovary"
,,"CAN_COD","Codes for relevant malignancies","444604002",,"Carcinoma of breast with ductal and lobular features"
,,"CAN_COD","Codes for relevant malignancies","369509005",,"Malignant tumor involving vulva by direct extension from ovary"
,,"CAN_COD","Codes for relevant malignancies","698287002",,"Malignant melanoma of gum"
,,"CAN_COD","Codes for relevant malignancies","699355007",,"Leiomyosarcoma of orbit"
,,"CAN_COD","Codes for relevant malignancies","699354006",,"Sarcoma of orbit"
,,"CAN_COD","Codes for relevant malignancies","699318007",,"Supratentorial primitive neuroectodermal tumor"
,,"CAN_COD","Codes for relevant malignancies","699317002",,"Paratesticular malignant neoplasm"
,,"CAN_COD","Codes for relevant malignancies","699028006",,"Primitive neuroectodermal tumor"
,,"CAN_COD","Codes for relevant malignancies","698041000",,"Malignant melanoma of vestibule of mouth"
,,"CAN_COD","Codes for relevant malignancies","698288007",,"Malignant melanoma of maxillary sinus"
,,"CAN_COD","Codes for relevant malignancies","707343008",,"Primary adenocarcinoma of frontal sinus"
,,"CAN_COD","Codes for relevant malignancies","698286006",,"Malignant melanoma of palate"
,,"CAN_COD","Codes for relevant malignancies","698285005",,"Malignant melanoma of ethmoid sinus"
,,"CAN_COD","Codes for relevant malignancies","698200003",,"Large cell Ewing sarcoma of bone"
,,"CAN_COD","Codes for relevant malignancies","698048006",,"Undifferentiated nonkeratinizing squamous cell carcinoma of nasopharynx"
,,"CAN_COD","Codes for relevant malignancies","698045009",,"Malignant melanoma of buccal mucosa"
,,"CAN_COD","Codes for relevant malignancies","698044008",,"Malignant melanoma of palatine arch"
,,"CAN_COD","Codes for relevant malignancies","698646006",,"Acute monoblastic leukemia in remission"
,,"CAN_COD","Codes for relevant malignancies","707402007",,"Primary adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707394001",,"Primary spindle cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707408006",,"Primary small cell non-keratinizing squamous cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707407001",,"Primary signet ring cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707406005",,"Primary mucoepidermoid carcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707405009",,"Primary adenosquamous carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707410008",,"Primary solid carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707403002",,"Primary fetal adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707411007",,"Primary papillary adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707401000",,"Primary clear cell adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707400004",,"Primary mucinous adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707399006",,"Primary papillary adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707398003",,"Primary polymorphous low grade adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707396004",,"Primary oxyphilic adenocarcinoma of oropharynx"
,,"CAN_COD","Codes for relevant malignancies","707339009",,"Primary adenocarcinoma of maxillary sinus"
,,"CAN_COD","Codes for relevant malignancies","707404008",,"Primary mixed subtype adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707427000",,"Primary verrucous carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707455001",,"Primary papillary squamous cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707454002",,"Primary basaloid squamous cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707453008",,"Primary clear cell squamous cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707452003",,"Primary mucinous adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707451005",,"Primary adenocarcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707409003",,"Primary acinar cell carcinoma of lung"
,,"CAN_COD","Codes for relevant malignancies","707429002",,"Overlapping squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707393007",,"Primary adenosquamous carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707426009",,"Primary papillary squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707425008",,"Primary adenoid squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707424007",,"Primary adenosquamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707423001",,"Primary basaloid carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707422006",,"Primary spindle cell squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707421004",,"Primary undifferentiated carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707430007",,"Overlapping squamous cell carcinoma of laryngeal cartilage"
,,"CAN_COD","Codes for relevant malignancies","707350007",,"Malignant melanoma of accessory sinus"
,,"CAN_COD","Codes for relevant malignancies","707395000",,"Primary adenocarcinoma of hypopharynx"
,,"CAN_COD","Codes for relevant malignancies","707358000",,"Primary squamous cell carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707357005",,"Primary squamous cell carcinoma of laryngeal cartilage"
,,"CAN_COD","Codes for relevant malignancies","707356001",,"Primary squamous cell carcinoma of frontal sinus"
,,"CAN_COD","Codes for relevant malignancies","707355002",,"Primary squamous cell carcinoma of sphenoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","707360003",,"Primary lymphoepithelial carcinoma of larynx"
,,"CAN_COD","Codes for relevant malignancies","707353009",,"Primary squamous cell carcinoma of accessory sinus"
,,"CAN_COD","Codes for relevant malignancies","707361004",,"Malignant melanoma of frontal sinus"
,,"CAN_COD","Codes for relevant malignancies","707349007",,"Primary carcinoma of frontal sinus"
,,"CAN_COD","Codes for relevant malignancies","707348004",,"Primary carcinoma of sphenoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","707347009",,"Primary carcinoma of maxillary sinus"
,,"CAN_COD","Codes for relevant malignancies","707346000",,"Primary carcinoma of ethmoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","707345001",,"Primary carcinoma of accessory sinus"
,,"CAN_COD","Codes for relevant malignancies","707344002",,"Primary adenocarcinoma of sphenoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","707354003",,"Primary squamous cell carcinoma of maxillary sinus"
,,"CAN_COD","Codes for relevant malignancies","707384006",,"Primary solid carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707392002",,"Primary giant cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707391009",,"Primary papillary squamous cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707390005",,"Primary basaloid squamous cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707389001",,"Primary clear cell squamous cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707388009",,"Primary squamous cell carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707359008",,"Primary squamous cell carcinoma of ethmoidal sinus"
,,"CAN_COD","Codes for relevant malignancies","707385007",,"Primary undifferentiated carcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","369518007",,"Malignant tumor involving left fallopian tube by direct extension from uterine cervix"
,,"CAN_COD","Codes for relevant malignancies","707383000",,"Primary mucinous cystadenocarcinoma of trachea"
,,"CAN_COD","Codes for relevant malignancies","707380002",,"Primary salivary gland type carcinoma of trachea"
