"MedCodeID","Term","QOFClusterID","QOFClusterDesc","QOFSnomedCTConceptId","SnomedCTDescriptionId","QOFUnmatchedCodeDescription"
"288883018","Malignant neoplasm of bones of skull and face NOS","CAN_COD","Codes for relevant malignancies","187900002","288869015",
"288885013","Malignant neoplasm of cervical vertebra","CAN_COD","Codes for relevant malignancies","187916000","288885013",
"288886014","Malignant neoplasm of thoracic vertebra","CAN_COD","Codes for relevant malignancies","187917009","288886014",
"288887017","Malignant neoplasm of lumbar vertebra","CAN_COD","Codes for relevant malignancies","187918004","288887017",
"288888010","Malignant neoplasm of vertebral column NOS","CAN_COD","Codes for relevant malignancies","363438000","482674017",
"288889019","Malignant neoplasm of ribs, sternum and clavicle","CAN_COD","Codes for relevant malignancies","187920001","288889019",
"288894019","Malignant neoplasm of costal cartilage","CAN_COD","Codes for relevant malignancies","187925006","288894019",
"288896017","Malignant neoplasm of xiphoid process","CAN_COD","Codes for relevant malignancies","187927003","288896017",
"288897014","Malignant neoplasm of rib, sternum and clavicle NOS","CAN_COD","Codes for relevant malignancies","187920001","288889019",
"288898016","Malignant neoplasm of scapula and long bones of upper arm","CAN_COD","Codes for relevant malignancies","187929000","288898016",
"288901015","Malignant neoplasm of humerus","CAN_COD","Codes for relevant malignancies","187932002","288901015",
"288909018","Malignant neoplasm of carpal bone - scaphoid","CAN_COD","Codes for relevant malignancies","187937008","288909018",
"288910011","Malignant neoplasm of carpal bone - lunate","CAN_COD","Codes for relevant malignancies","187938003","288910011",
"288911010","Malignant neoplasm of carpal bone - triquetrum","CAN_COD","Codes for relevant malignancies","187939006","288911010",
"288912015","Malignant neoplasm of carpal bone - pisiform","CAN_COD","Codes for relevant malignancies","187940008","288912015",
"288913013","Malignant neoplasm of carpal bone - trapezium","CAN_COD","Codes for relevant malignancies","187941007","288913013",
"288914019","Malignant neoplasm of carpal bone - trapezoid","CAN_COD","Codes for relevant malignancies","187942000","288914019",
"288915018","Malignant neoplasm of carpal bone - capitate","CAN_COD","Codes for relevant malignancies","187943005","288915018",
"288916017","Malignant neoplasm of carpal bone - hamate","CAN_COD","Codes for relevant malignancies","187944004","288916017",
"288917014","Malignant neoplasm of first metacarpal bone","CAN_COD","Codes for relevant malignancies","187945003","288917014",
"288918016","Malignant neoplasm of second metacarpal bone","CAN_COD","Codes for relevant malignancies","187946002","288918016",
"288919012","Malignant neoplasm of third metacarpal bone","CAN_COD","Codes for relevant malignancies","187947006","288919012",
"288920018","Malignant neoplasm of fourth metacarpal bone","CAN_COD","Codes for relevant malignancies","187948001","288920018",
"288921019","Malignant neoplasm of fifth metacarpal bone","CAN_COD","Codes for relevant malignancies","187949009","288921019",
"288922014","Malignant neoplasm of phalanges of hand","CAN_COD","Codes for relevant malignancies","187950009","288922014",
"288923016","Malignant neoplasm of hand bones NOS","CAN_COD","Codes for relevant malignancies","269467007","403697014",
"288924010","Malignant neoplasm of pelvic bones, sacrum and coccyx","CAN_COD","Codes for relevant malignancies","187952001","288924010",
"288928013","Malignant neoplasm of sacral vertebra","CAN_COD","Codes for relevant malignancies","187956003","288928013",
"288929017","Malignant neoplasm of coccygeal vertebra","CAN_COD","Codes for relevant malignancies","187957007","288929017",
"288930010","Malignant neoplasm of pelvis, sacrum or coccyx NOS","CAN_COD","Codes for relevant malignancies","187952001","288924010",
"288931014","Malignant neoplasm of long bones of leg","CAN_COD","Codes for relevant malignancies","449627008","2912930013",
"288935017","Malignant neoplasm of long bones of leg NOS","CAN_COD","Codes for relevant malignancies","449627008","2912930013",
"288941012","Malignant neoplasm of calcaneum","CAN_COD","Codes for relevant malignancies","187967002","288941012",
"288942017","Malignant neoplasm of medial cuneiform","CAN_COD","Codes for relevant malignancies","187968007","288942017",
"288943010","Malignant neoplasm of intermediate cuneiform","CAN_COD","Codes for relevant malignancies","187969004","288943010",
"288944016","Malignant neoplasm of lateral cuneiform","CAN_COD","Codes for relevant malignancies","187970003","288944016",
"288946019","Malignant neoplasm of navicular","CAN_COD","Codes for relevant malignancies","187972006","288946019",
"288947011","Malignant neoplasm of first metatarsal bone","CAN_COD","Codes for relevant malignancies","187973001","288947011",
"288948018","Malignant neoplasm of second metatarsal bone","CAN_COD","Codes for relevant malignancies","187974007","288948018",
"288949014","Malignant neoplasm of third metatarsal bone","CAN_COD","Codes for relevant malignancies","187975008","288949014",
"288950014","Malignant neoplasm of fourth metatarsal bone","CAN_COD","Codes for relevant malignancies","187976009","288950014",
"288951013","Malignant neoplasm of fifth metatarsal bone","CAN_COD","Codes for relevant malignancies","187977000","288951013",
"288952018","Malignant neoplasm of phalanges of foot","CAN_COD","Codes for relevant malignancies","187978005","288952018",
"288953011","Malignant neoplasm of short bones of leg NOS","CAN_COD","Codes for relevant malignancies","712525007","3082865010",
"288959010","Malignant neoplasm of bone and articular cartilage NOS","CAN_COD","Codes for relevant malignancies","1090821000000101","2732521000000110",
"288960017","Malignant neoplasm of connective and other soft tissue","CAN_COD","Codes for relevant malignancies","269469005","403699012",
"288962013","Malignant neoplasm of cartilage of ear","CAN_COD","Codes for relevant malignancies","187987001","288962013",
"288963015","Malignant neoplasm of tarsus of eyelid","CAN_COD","Codes for relevant malignancies","187988006","288963015",
"288964014","Malignant neoplasm soft tissues of cervical spine","CAN_COD","Codes for relevant malignancies","187989003","288964014",
"288967019","Malignant neoplasm of connective and soft tissue of shoulder","CAN_COD","Codes for relevant malignancies","187992004","288967019",
"288968012","Malignant neoplasm of connective and soft tissue, upper arm","CAN_COD","Codes for relevant malignancies","187993009","288968012",
"288969016","Malignant neoplasm of connective and soft tissue of fore-arm","CAN_COD","Codes for relevant malignancies","187994003","288969016",
"288970015","Malignant neoplasm of connective and soft tissue of hand","CAN_COD","Codes for relevant malignancies","187995002","288970015",
"288971016","Malignant neoplasm of connective and soft tissue of finger","CAN_COD","Codes for relevant malignancies","187996001","288971016",
"288972011","Malignant neoplasm of connective and soft tissue of thumb","CAN_COD","Codes for relevant malignancies","187997005","288972011",
"288975013","Malignant neoplasm of connective and soft tissue of hip","CAN_COD","Codes for relevant malignancies","188000002","288975013",
"288979019","Malignant neoplasm of connective and soft tissue of foot","CAN_COD","Codes for relevant malignancies","188004006","288979019",
"288980016","Malignant neoplasm of connective and soft tissue of toe","CAN_COD","Codes for relevant malignancies","188005007","288980016",
"288985014","Malignant neoplasm of connective and soft tissue of thorax","CAN_COD","Codes for relevant malignancies","188009001","288985014",
"288986010","Malignant neoplasm of connective and soft tissue of axilla","CAN_COD","Codes for relevant malignancies","188010006","288986010",
"288991011","Malignant neoplasm of connective and soft tissue of abdomen","CAN_COD","Codes for relevant malignancies","188015001","288991011",
"288995019","Malignant neoplasm of connective and soft tissue of pelvis","CAN_COD","Codes for relevant malignancies","188019007","288995019",
"288999013","Malignant neoplasm of connective and soft tissue of buttock","CAN_COD","Codes for relevant malignancies","188020001","288999013",
"289001014","Malignant neoplasm of connective and soft tissue of perineum","CAN_COD","Codes for relevant malignancies","188022009","289001014",
"289007013","Malignant neoplasm of connective and soft tissue, site NOS","CAN_COD","Codes for relevant malignancies","269469005","403699012",
"289008015","Kaposi's sarcoma of soft tissue","CAN_COD","Codes for relevant malignancies","188029000","289008015",
"289009011","Malignant melanoma of lip","CAN_COD","Codes for relevant malignancies","188030005","289009011",
"289011019","Malignant melanoma of ear and external auricular canal","CAN_COD","Codes for relevant malignancies","188032002","289011019",
"289012014","Malignant melanoma of auricle (ear)","CAN_COD","Codes for relevant malignancies","188033007","289012014",
"289013016","Malignant melanoma of external auditory meatus","CAN_COD","Codes for relevant malignancies","188034001","289013016",
"289014010","Malignant melanoma of ear and external auricular canal NOS","CAN_COD","Codes for relevant malignancies","188032002","289011019",
"289015011","Malignant melanoma of other and unspecified parts of face","CAN_COD","Codes for relevant malignancies","93225001","154247017",
"289017015","Malignant melanoma of chin","CAN_COD","Codes for relevant malignancies","188038003","289017015",
"289019017","Malignant melanoma of forehead","CAN_COD","Codes for relevant malignancies","188040008","289019017",
"289021010","Malignant melanoma of temple","CAN_COD","Codes for relevant malignancies","188042000","289021010",
"289022015","Malignant melanoma of face NOS","CAN_COD","Codes for relevant malignancies","93225001","154247017",
"289023013","Malignant melanoma of scalp and neck","CAN_COD","Codes for relevant malignancies","188044004","289023013",
"289024019","Malignant melanoma of scalp","CAN_COD","Codes for relevant malignancies","188045003","289024019",
"289025018","Malignant melanoma of neck","CAN_COD","Codes for relevant malignancies","188046002","289025018",
"289026017","Malignant melanoma of scalp and neck NOS","CAN_COD","Codes for relevant malignancies","188044004","1775484014",
"289027014","Malignant melanoma of trunk (excluding scrotum)","CAN_COD","Codes for relevant malignancies","93651008","155054012",
"289028016","Malignant melanoma of axilla","CAN_COD","Codes for relevant malignancies","188049009","289028016",
"289029012","Malignant melanoma of breast","CAN_COD","Codes for relevant malignancies","188050009","289029012",
"289030019","Malignant melanoma of buttock","CAN_COD","Codes for relevant malignancies","188051008","289030019",
"289031015","Malignant melanoma of groin","CAN_COD","Codes for relevant malignancies","188052001","289031015",
"289033017","Malignant melanoma of perineum","CAN_COD","Codes for relevant malignancies","188054000","289033017",
"289034011","Malignant melanoma of umbilicus","CAN_COD","Codes for relevant malignancies","188055004","289034011",
"289037016","Malignant melanoma of trunk, excluding scrotum, NOS","CAN_COD","Codes for relevant malignancies","269579005","403893010",
"289039018","Malignant melanoma of shoulder","CAN_COD","Codes for relevant malignancies","188060000","289039018",
"289040016","Malignant melanoma of upper arm","CAN_COD","Codes for relevant malignancies","188061001","289040016",
"289041017","Malignant melanoma of fore-arm","CAN_COD","Codes for relevant malignancies","188062008","289041017",
"289042012","Malignant melanoma of hand","CAN_COD","Codes for relevant malignancies","188063003","289042012",
"289043019","Malignant melanoma of finger","CAN_COD","Codes for relevant malignancies","188064009","289043019",
"289044013","Malignant melanoma of thumb","CAN_COD","Codes for relevant malignancies","188065005","289044013",
"289045014","Malignant melanoma of upper limb or shoulder NOS","CAN_COD","Codes for relevant malignancies","269580008","403894016",
"289046010","Malignant melanoma of lower limb and hip","CAN_COD","Codes for relevant malignancies","188067002","289046010",
"289047018","Malignant melanoma of hip","CAN_COD","Codes for relevant malignancies","188068007","289047018",
"289048011","Malignant melanoma of thigh","CAN_COD","Codes for relevant malignancies","188069004","289048011",
"289049015","Malignant melanoma of knee","CAN_COD","Codes for relevant malignancies","188070003","289049015",
"289050015","Malignant melanoma of popliteal fossa area","CAN_COD","Codes for relevant malignancies","188071004","289050015",
"289051016","Malignant melanoma of lower leg","CAN_COD","Codes for relevant malignancies","188072006","289051016",
"289052011","Malignant melanoma of ankle","CAN_COD","Codes for relevant malignancies","188073001","289052011",
"289053018","Malignant melanoma of heel","CAN_COD","Codes for relevant malignancies","188074007","289053018",
"289054012","Malignant melanoma of foot","CAN_COD","Codes for relevant malignancies","188075008","289054012",
"289055013","Malignant melanoma of toe","CAN_COD","Codes for relevant malignancies","188076009","289055013",
"289056014","Malignant melanoma of great toe","CAN_COD","Codes for relevant malignancies","188077000","289056014",
"289057017","Malignant melanoma of lower limb or hip NOS","CAN_COD","Codes for relevant malignancies","188067002","289046010",
"289060012","Malignant melanoma of other specified skin site","CAN_COD","Codes for relevant malignancies","93655004","155060012",
"289063014","Malignant melanoma of skin NOS","CAN_COD","Codes for relevant malignancies","93655004","155060012",
"289066018","Malignant neoplasm of sebaceous gland","CAN_COD","Codes for relevant malignancies","94000008","155506013",
"289091018","Malignant neoplasm of scalp and skin of neck","CAN_COD","Codes for relevant malignancies","188102008","289091018",
"289094014","Malignant neoplasm of scalp or skin of neck NOS","CAN_COD","Codes for relevant malignancies","188102008","1775486011",
"289137018","Malignant neoplasm of nipple and areola of female breast","CAN_COD","Codes for relevant malignancies","188147009","289137018",
"289140018","Malignant neoplasm of nipple or areola of female breast NOS","CAN_COD","Codes for relevant malignancies","188147009","289137018",
"289141019","Malignant neoplasm of central part of female breast","CAN_COD","Codes for relevant malignancies","188151006","289141019",
"289142014","Malignant neoplasm of upper-inner quadrant of female breast","CAN_COD","Codes for relevant malignancies","188152004","289142014",
"289143016","Malignant neoplasm of lower-inner quadrant of female breast","CAN_COD","Codes for relevant malignancies","188153009","289143016",
"289144010","Malignant neoplasm of upper-outer quadrant of female breast","CAN_COD","Codes for relevant malignancies","188154003","289144010",
"289145011","Malignant neoplasm of lower-outer quadrant of female breast","CAN_COD","Codes for relevant malignancies","188155002","289145011",
"289146012","Malignant neoplasm of axillary tail of female breast","CAN_COD","Codes for relevant malignancies","188156001","289146012",
"289147015","Malignant neoplasm, overlapping lesion of breast","CAN_COD","Codes for relevant malignancies","188157005","289147015",
"289148013","Malignant neoplasm of other site of female breast","CAN_COD","Codes for relevant malignancies","372064008","1210642019",
"289149017","Malignant neoplasm of ectopic site of female breast","CAN_COD","Codes for relevant malignancies","188159008","289149017",
"289150017","Malignant neoplasm of other site of female breast NOS","CAN_COD","Codes for relevant malignancies","372064008","1210642019",
"289151018","Malignant neoplasm of female breast NOS","CAN_COD","Codes for relevant malignancies","372064008","1210642019",
"289153015","Malignant neoplasm of nipple and areola of male breast","CAN_COD","Codes for relevant malignancies","188163001","289153015",
"289156011","Malignant neoplasm of nipple or areola of male breast NOS","CAN_COD","Codes for relevant malignancies","188163001","289153015",
"289157019","Malignant neoplasm of other site of male breast","CAN_COD","Codes for relevant malignancies","372095001","1210673015",
"289158012","Malignant neoplasm of ectopic site of male breast","CAN_COD","Codes for relevant malignancies","188168005","289158012",
"289159016","Malignant neoplasm of male breast NOS","CAN_COD","Codes for relevant malignancies","372095001","1210673015",
"289166015","Malignant neoplasm of uterus, part unspecified","CAN_COD","Codes for relevant malignancies","371973000","1210562019",
"289171010","Malignant neoplasm of endocervical canal","CAN_COD","Codes for relevant malignancies","188176007","289171010",
"289172015","Malignant neoplasm of endocervical gland","CAN_COD","Codes for relevant malignancies","188177003","289172015",
"289173013","Malignant neoplasm of endocervix NOS","CAN_COD","Codes for relevant malignancies","372097009","1210675010",
"289175018","Malignant neoplasm, overlapping lesion of cervix uteri","CAN_COD","Codes for relevant malignancies","188180002","289175018",
"289178016","Malignant neoplasm of other site of cervix","CAN_COD","Codes for relevant malignancies","363354003","482507015",
"289179012","Malignant neoplasm of cervical stump","CAN_COD","Codes for relevant malignancies","188183000","289179012",
"289180010","Malignant neoplasm of squamocolumnar junction of cervix","CAN_COD","Codes for relevant malignancies","188184006","289180010",
"289181014","Malignant neoplasm of other site of cervix NOS","CAN_COD","Codes for relevant malignancies","363354003","482507015",
"289182019","Malignant neoplasm of cervix uteri NOS","CAN_COD","Codes for relevant malignancies","363354003","1228493018",
"289184018","Choriocarcinoma","CAN_COD","Codes for relevant malignancies","188188009","289184018",
"289187013","Malignant neoplasm of corpus uteri, excluding isthmus","CAN_COD","Codes for relevant malignancies","188189001","289187013",
"289188015","Malignant neoplasm of cornu of corpus uteri","CAN_COD","Codes for relevant malignancies","188190005","289188015",
"289189011","Malignant neoplasm of fundus of corpus uteri","CAN_COD","Codes for relevant malignancies","188191009","289189011",
"289190019","Malignant neoplasm of endometrium of corpus uteri","CAN_COD","Codes for relevant malignancies","188192002","289190019",
"289191015","Malignant neoplasm of myometrium of corpus uteri","CAN_COD","Codes for relevant malignancies","188193007","289191015",
"289192010","Malignant neoplasm of corpus uteri NOS","CAN_COD","Codes for relevant malignancies","188189001","289187013",
"289193017","Malignant neoplasm of isthmus of uterine body","CAN_COD","Codes for relevant malignancies","188195000","289193017",
"289194011","Malignant neoplasm of lower uterine segment","CAN_COD","Codes for relevant malignancies","188195000","3491683016",
"289195012","Malignant neoplasm of isthmus of uterine body NOS","CAN_COD","Codes for relevant malignancies","188195000","289193017",
"289196013","Malignant neoplasm of overlapping lesion of corpus uteri","CAN_COD","Codes for relevant malignancies","188198003","289196013",
"289197016","Malignant neoplasm of other site of uterine body","CAN_COD","Codes for relevant malignancies","371972005","1210561014",
"289198014","Malignant neoplasm of body of uterus NOS","CAN_COD","Codes for relevant malignancies","371972005","1210561014",
"289199018","Malignant neoplasm of ovary and other uterine adnexa","CAN_COD","Codes for relevant malignancies","428322007","2694321016",
"289202011","Malignant neoplasm of round ligament","CAN_COD","Codes for relevant malignancies","188204000","289202011",
"289203018","Malignant neoplasm of other site of uterine adnexa","CAN_COD","Codes for relevant malignancies","428322007","2694321016",
"289204012","Malignant neoplasm of uterine adnexa NOS","CAN_COD","Codes for relevant malignancies","428322007","2694321016",
"289206014","Malignant neoplasm of Gartner's duct","CAN_COD","Codes for relevant malignancies","188208002","289206014",
"289207017","Malignant neoplasm of vaginal vault","CAN_COD","Codes for relevant malignancies","188209005","289207017",
"289208010","Malignant neoplasm of vagina NOS","CAN_COD","Codes for relevant malignancies","363445000","482688018",
"289209019","Malignant neoplasm of greater vestibular (Bartholin's) gland","CAN_COD","Codes for relevant malignancies","188211001","289209019",
"289210012","Malignant neoplasm of labia majora NOS","CAN_COD","Codes for relevant malignancies","363446004","482690017",
"289217010","Malignant neoplasm of other specified female genital organ","CAN_COD","Codes for relevant malignancies","363514001","482815014",
"289219013","Malignant neoplasm of female genital organ NOS","CAN_COD","Codes for relevant malignancies","363514001","482815014",
"289223017","Malignant neoplasm of undescended testis","CAN_COD","Codes for relevant malignancies","188219004","289223017",
"289224011","Malignant neoplasm of ectopic testis","CAN_COD","Codes for relevant malignancies","188220005","289224011",
"289234019","Malignant neoplasm of undescended testis NOS","CAN_COD","Codes for relevant malignancies","188219004","289220019",
"289242018","Malignant neoplasm of penis and other male genital organs","CAN_COD","Codes for relevant malignancies","363515000","482817018",
"289246015","Malignant neoplasm of body of penis","CAN_COD","Codes for relevant malignancies","188230001","289246015",
"289249010","Malignant neoplasm of penis, part unspecified","CAN_COD","Codes for relevant malignancies","363516004","482819015",
"289251014","Malignant neoplasm of other male genital organ","CAN_COD","Codes for relevant malignancies","363515000","482817018",
"289252019","Malignant neoplasm of seminal vesicle","CAN_COD","Codes for relevant malignancies","188234005","289252019",
"289257013","Malignant neoplasm of tunica vaginalis","CAN_COD","Codes for relevant malignancies","188235006","289257013",
"289259011","Malignant neoplasm of other male genital organ NOS","CAN_COD","Codes for relevant malignancies","363515000","482817018",
"289260018","Malignant neoplasm of penis and other male genital organ NOS","CAN_COD","Codes for relevant malignancies","363515000","482817018",
"289262014","Malignant neoplasm of trigone of urinary bladder","CAN_COD","Codes for relevant malignancies","188239000","289262014",
"289267015","Malignant neoplasm of dome of urinary bladder","CAN_COD","Codes for relevant malignancies","188240003","289267015",
"289270016","Malignant neoplasm of lateral wall of urinary bladder","CAN_COD","Codes for relevant malignancies","188241004","289270016",
"289271017","Malignant neoplasm of anterior wall of urinary bladder","CAN_COD","Codes for relevant malignancies","188242006","289271017",
"289272012","Malignant neoplasm of posterior wall of urinary bladder","CAN_COD","Codes for relevant malignancies","188243001","289272012",
"289275014","Malignant neoplasm of bladder neck","CAN_COD","Codes for relevant malignancies","188244007","289275014",
"289276010","Malignant neoplasm of ureteric orifice","CAN_COD","Codes for relevant malignancies","188245008","289276010",
"289279015","Malignant neoplasm of other site of urinary bladder","CAN_COD","Codes for relevant malignancies","399326009","1773307015",
"289280017","Malignant neoplasm, overlapping lesion of bladder","CAN_COD","Codes for relevant malignancies","188247000","289280017",
"289281018","Malignant neoplasm of urinary bladder NOS","CAN_COD","Codes for relevant malignancies","399326009","1786811017",
"289285010","Malignant neoplasm of kidney parenchyma","CAN_COD","Codes for relevant malignancies","188250002","289285010",
"289288012","Hypernephroma","CAN_COD","Codes for relevant malignancies","702391001","3648998018",
"289294016","Malignant neoplasm of ureteropelvic junction","CAN_COD","Codes for relevant malignancies","188253000","289294016",
"289296019","Malignant neoplasm of renal pelvis NOS","CAN_COD","Codes for relevant malignancies","363457009","482710012",
"289297011","Malignant neoplasm of other urinary organs","CAN_COD","Codes for relevant malignancies","419052002","2577717014",
"289298018","Malignant neoplasm of overlapping lesion of urinary organs","CAN_COD","Codes for relevant malignancies","188256008","289298018",
"289299014","Malignant neoplasm of kidney or urinary organs NOS","CAN_COD","Codes for relevant malignancies","419052002","2577717014",
"289301019","Malignant neoplasm of genitourinary organ NOS","CAN_COD","Codes for relevant malignancies","271468000","406263015",
"289308013","Malignant neoplasm of ciliary body","CAN_COD","Codes for relevant malignancies","188263008","289308013",
"289311014","Malignant neoplasm of iris","CAN_COD","Codes for relevant malignancies","188264002","289311014",
"289314018","Malignant neoplasm of crystalline lens","CAN_COD","Codes for relevant malignancies","188265001","289314018",
"289315017","Malignant neoplasm of sclera","CAN_COD","Codes for relevant malignancies","188266000","289315017",
"289316016","Malignant neoplasm of eyeball NOS","CAN_COD","Codes for relevant malignancies","188261005","289305011",
"289317013","Malignant neoplasm of connective tissue of orbit","CAN_COD","Codes for relevant malignancies","188268004","289317013",
"289318015","Malignant neoplasm of extraocular muscle of orbit","CAN_COD","Codes for relevant malignancies","188269007","289318015",
"289319011","Malignant neoplasm of orbit NOS","CAN_COD","Codes for relevant malignancies","363462005","482720019",
"289322013","Malignant neoplasm of lacrimal gland","CAN_COD","Codes for relevant malignancies","188272000","289322013",
"289325010","Malignant neoplasm of lacrimal sac","CAN_COD","Codes for relevant malignancies","188273005","289325010",
"289326011","Malignant neoplasm of nasolacrimal duct","CAN_COD","Codes for relevant malignancies","188274004","289326011",
"289327019","Malignant neoplasm of lacrimal duct NOS","CAN_COD","Codes for relevant malignancies","280959007","418842013",
"289329016","Malignant neoplasm of other specified site of eye","CAN_COD","Codes for relevant malignancies","363461003","1208876015",
"289330014","Malignant neoplasm of eye NOS","CAN_COD","Codes for relevant malignancies","363461003","1208876015",
"289337012","Malignant neoplasm of basal ganglia","CAN_COD","Codes for relevant malignancies","188281006","289337012",
"289338019","Malignant neoplasm of cerebral cortex","CAN_COD","Codes for relevant malignancies","188282004","289338019",
"289339010","Malignant neoplasm of corpus striatum","CAN_COD","Codes for relevant malignancies","188283009","289339010",
"289341011","Malignant neoplasm of globus pallidus","CAN_COD","Codes for relevant malignancies","188285002","289341011",
"289343014","Malignant neoplasm of hypothalamus","CAN_COD","Codes for relevant malignancies","188286001","289343014",
"289345019","Malignant neoplasm of thalamus","CAN_COD","Codes for relevant malignancies","188287005","289345019",
"289346018","Malignant neoplasm of cerebrum NOS","CAN_COD","Codes for relevant malignancies","188280007","289336015",
"289347010","Malignant neoplasm of hippocampus","CAN_COD","Codes for relevant malignancies","188289008","289347010",
"289348017","Malignant neoplasm of uncus","CAN_COD","Codes for relevant malignancies","188290004","289348017",
"289349013","Malignant neoplasm of temporal lobe NOS","CAN_COD","Codes for relevant malignancies","363468009","482731010",
"289352017","Malignant neoplasm of choroid plexus","CAN_COD","Codes for relevant malignancies","188292007","289352017",
"289353010","Malignant neoplasm of floor of cerebral ventricle","CAN_COD","Codes for relevant malignancies","188293002","289353010",
"289354016","Malignant neoplasm of cerebral ventricle NOS","CAN_COD","Codes for relevant malignancies","363471001","482734019",
"289355015","Malignant neoplasm of cerebral peduncle","CAN_COD","Codes for relevant malignancies","188295009","289355015",
"289356019","Malignant neoplasm of medulla oblongata","CAN_COD","Codes for relevant malignancies","188296005","289356019",
"289357011","Malignant neoplasm of midbrain","CAN_COD","Codes for relevant malignancies","188297001","289357011",
"289358018","Malignant neoplasm of pons","CAN_COD","Codes for relevant malignancies","188298006","289358018",
"289360016","Malignant neoplasm of other parts of brain","CAN_COD","Codes for relevant malignancies","428061005","2692069010",
"289361017","Malignant neoplasm of corpus callosum","CAN_COD","Codes for relevant malignancies","188301005","289361017",
"289362012","Malignant neoplasm of tapetum","CAN_COD","Codes for relevant malignancies","188302003","289362012",
"289364013","Malignant neoplasm of other part of brain NOS","CAN_COD","Codes for relevant malignancies","428061005","2692069010",
"289365014","Malignant neoplasm of brain NOS","CAN_COD","Codes for relevant malignancies","428061005","2692069010",
"289369015","Malignant neoplasm of olfactory bulb","CAN_COD","Codes for relevant malignancies","188308004","289369015",
"289374011","Malignant neoplasm of cranial nerves NOS","CAN_COD","Codes for relevant malignancies","188307009","289367018",
"289375012","Malignant neoplasm of cerebral dura mater","CAN_COD","Codes for relevant malignancies","188312005","289375012",
"289376013","Malignant neoplasm of cerebral arachnoid mater","CAN_COD","Codes for relevant malignancies","188313000","289376013",
"289378014","Malignant neoplasm of cerebral pia mater","CAN_COD","Codes for relevant malignancies","188315007","289378014",
"289379018","Malignant neoplasm of cerebral meninges NOS","CAN_COD","Codes for relevant malignancies","363474009","482737014",
"289380015","Malignant neoplasm of spinal dura mater","CAN_COD","Codes for relevant malignancies","188317004","289380015",
"289381016","Malignant neoplasm of spinal arachnoid mater","CAN_COD","Codes for relevant malignancies","188318009","289381016",
"289382011","Malignant neoplasm of spinal pia mater","CAN_COD","Codes for relevant malignancies","188319001","289382011",
"289383018","Malignant neoplasm of spinal meninges NOS","CAN_COD","Codes for relevant malignancies","363497007","482781018",
"289388010","Malignant neoplasm of peripheral nerve of thorax","CAN_COD","Codes for relevant malignancies","188325002","289388010",
"289389019","Malignant neoplasm of peripheral nerve of abdomen","CAN_COD","Codes for relevant malignancies","188326001","289389019",
"289390011","Malignant neoplasm of peripheral nerve of pelvis","CAN_COD","Codes for relevant malignancies","188327005","289390011",
"289396017","Malignant neoplasm of other specified part of nervous system","CAN_COD","Codes for relevant malignancies","372063002","1210641014",
"289397014","Malignant neoplasm of nervous system NOS","CAN_COD","Codes for relevant malignancies","372063002","1210641014",
"289406011","Malignant neoplasm of adrenal gland NOS","CAN_COD","Codes for relevant malignancies","363355002","482510010",
"289409016","Malignant neoplasm of craniopharyngeal duct","CAN_COD","Codes for relevant malignancies","188340000","289409016",
"289413011","Malignant neoplasm of aortic body and other paraganglia","CAN_COD","Codes for relevant malignancies","93941005","510894017",
"289419010","Malignant neoplasm of aortic body or paraganglia NOS","CAN_COD","Codes for relevant malignancies","93941005","510894017",
"289421017","Malignant neoplasm of other specified endocrine gland","CAN_COD","Codes for relevant malignancies","371982006","1210569011",
"289423019","Malignant neoplasm of other and ill-defined sites","CAN_COD","Codes for relevant malignancies","302817000","444727016",
"289424013","Malignant neoplasm of head, neck and face","CAN_COD","Codes for relevant malignancies","188353002","289424013",
"289425014","Malignant neoplasm of head NOS","CAN_COD","Codes for relevant malignancies","255056009","380072014",
"289426010","Malignant neoplasm of cheek NOS","CAN_COD","Codes for relevant malignancies","447949005","2900962011",
"289427018","Malignant neoplasm of nose NOS","CAN_COD","Codes for relevant malignancies","1090251000000105","2731361000000116",
"289428011","Malignant neoplasm of jaw NOS","CAN_COD","Codes for relevant malignancies","1090921000000106","2732721000000117",
"289429015","Malignant neoplasm of neck NOS","CAN_COD","Codes for relevant malignancies","363489000","482765011",
"289430013","Malignant neoplasm of supraclavicular fossa NOS","CAN_COD","Codes for relevant malignancies","1090951000000101","2732781000000116",
"289431012","Malignant neoplasm of head, neck and face NOS","CAN_COD","Codes for relevant malignancies","188353002","289424013",
"289432017","Malignant neoplasm of thorax","CAN_COD","Codes for relevant malignancies","188361007","289432017",
"289435015","Malignant neoplasm of axilla NOS","CAN_COD","Codes for relevant malignancies","363502009","482790013",
"289436019","Malignant neoplasm of chest wall NOS","CAN_COD","Codes for relevant malignancies","712750007","3285316016",
"289437011","Malignant neoplasm of intrathoracic site NOS","CAN_COD","Codes for relevant malignancies","428100006","2691955010",
"289438018","Malignant neoplasm of thorax NOS","CAN_COD","Codes for relevant malignancies","188361007","289432017",
"289441010","Malignant neoplasm of abdomen","CAN_COD","Codes for relevant malignancies","188366002","289441010",
"289442015","Malignant neoplasm of inguinal region NOS","CAN_COD","Codes for relevant malignancies","1090941000000104","2732761000000113",
"289445018","Malignant neoplasm of pelvis NOS","CAN_COD","Codes for relevant malignancies","363484005","482755017",
"289446017","Malignant neoplasm of upper limb NOS","CAN_COD","Codes for relevant malignancies","363503004","482792017",
