medcodeid,term,qofclusterid,qofclusterdesc,qofsnomedctconceptid,snomedctdescriptionid
269761000006112,Obliterative bronchiolitis due to chemical fumes,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,196027008,301573017
27096010,Giant bullous emphysema,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,16003001,27096010
2716231000006114,Chronic obstructive lung disease,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,23287019
2716241000006116,Chronic airway obstruction,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475419011
2716251000006119,Chronic irreversible airway obstruction,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475420017
2716261000006117,Chronic airflow obstruction,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475421018
2716271000006112,CAFL - Chronic airflow limitation,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475422013
2716291000006113,CAO - Chronic airflow obstruction,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475424014
2716301000006114,Chronic airflow limitation,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475425010
2716311000006112,CAL - Chronic airflow limitation,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475426011
2716321000006116,COPD - Chronic obstructive pulmonary disease,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475427019
2716341000006111,Chronic airway disease,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475429016
2716351000006113,COLD - Chronic obstructive lung disease,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,13645005,475430014
285100019,Emphysematous bronchitis,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,185086009,285100019
285104011,Obstructive chronic bronchitis,COPD_COD,Chronic obstructive pulmonary disease (COPD) codes,185086009,285100019
